song_name;name_artists;popularity;explicit;song_type;num_artists;num_available_markets;release_date;duration_ms;key;mode;time_signature;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;valence;tempo
changes;['XXXTENTACION'];83;False;Solo;1;79;2018-03-16;121887;11;1;4;0.883;0.669;0.308;0.0;0.0984;-10.068;0.029;0.52;64.934
Level Up;['Ciara'];69;False;Solo;1;78;2018-07-18;204150;1;1;4;0.0142;0.746;0.825;0.0107;0.121;-4.666;0.169;0.584;152.914
Taking A Walk;['Trippie Redd'];75;True;Solo;1;79;2018-08-10;121680;0;0;4;0.68;0.767;0.538;0.0;0.192;-6.044;0.052;0.343;81.031
Don't Go Breaking My Heart;['Backstreet Boys'];61;False;Solo;1;78;2018-05-17;215724;0;1;4;0.0218;0.541;0.703;0.0;0.0964;-5.573;0.102;0.238;94.858
Mob Ties;['Drake'];74;True;Solo;1;79;2018-06-29;205147;4;0;4;0.0456;0.755;0.575;0.00124;0.276;-8.393;0.0678;0.49;85.987
This Is America;['Childish Gambino'];75;True;Solo;1;77;2018-05-06;225773;5;1;4;0.117;0.854;0.463;0.0;0.354;-6.159;0.137;0.549;120.024
In My Blood;['Shawn Mendes'];82;False;Solo;1;79;2018-05-25;211360;5;1;4;0.0573;0.622;0.712;0.0;0.13;-7.321;0.066;0.487;140.025
sweetener;['Ariana Grande'];71;True;Solo;1;79;2018-08-17;208493;4;1;4;0.248;0.721;0.459;0.0;0.212;-6.408;0.032;0.46;119.914
everytime;['Ariana Grande'];71;True;Solo;1;79;2018-08-17;172107;10;0;4;0.186;0.71;0.614;0.0;0.0974;-6.757;0.0431;0.658;148.152
R.E.M;['Ariana Grande'];70;True;Solo;1;79;2018-08-17;245667;10;0;4;0.375;0.831;0.485;1.47e-05;0.118;-6.677;0.15;0.622;80.022
Kiss Somebody;['Morgan Evans'];60;False;Solo;1;77;2017-07-21;212445;6;1;4;0.143;0.492;0.681;0.0;0.199;-7.038;0.075;0.511;178.01
goodnight n go;['Ariana Grande'];71;True;Solo;1;79;2018-08-17;189507;1;1;4;0.0217;0.708;0.454;0.0;0.073;-7.07;0.0395;0.24;110.963
Growing Pains;['Alessia Cara'];60;False;Solo;1;79;2018-06-15;193680;1;0;4;0.0822;0.353;0.755;0.0;0.39;-6.276;0.733;0.437;191.153
pete davidson;['Ariana Grande'];67;True;Solo;1;79;2018-08-17;73813;4;1;4;0.43;0.652;0.31;1.16e-05;0.182;-10.212;0.0509;0.304;119.913
Chun-Li;['Nicki Minaj'];71;True;Solo;1;79;2018-08-10;191600;6;0;5;0.276;0.69;0.729;5.08e-05;0.106;-5.08;0.372;0.478;128.96
Be Careful;['Cardi B'];71;True;Solo;1;78;2018-04-06;210787;6;0;4;0.0256;0.82;0.568;0.0;0.0952;-8.23;0.411;0.535;152.279
STOP TRYING TO BE GOD;['Travis Scott'];73;True;Solo;1;79;2018-08-03;338438;4;0;4;0.221;0.588;0.567;0.0;0.135;-3.738;0.0628;0.113;150.009
CAN'T SAY;['Travis Scott'];78;True;Solo;1;79;2018-08-03;198408;10;0;4;0.201;0.702;0.708;0.0;0.118;-5.366;0.0547;0.713;147.98
WAKE UP;['Travis Scott'];78;True;Solo;1;79;2018-08-03;231964;11;0;4;0.192;0.741;0.645;0.0;0.163;-5.116;0.0963;0.488;149.07
R.I.P. SCREW;['Travis Scott'];72;True;Solo;1;79;2018-08-03;185610;0;0;4;0.389;0.607;0.609;1.6e-05;0.111;-5.978;0.291;0.556;74.946
NO BYSTANDERS;['Travis Scott'];75;True;Solo;1;79;2018-08-03;218284;1;1;4;0.0204;0.731;0.811;0.0;0.411;-3.225;0.0712;0.426;147.045
CAROUSEL;['Travis Scott'];71;True;Solo;1;79;2018-08-03;180183;5;0;5;0.229;0.428;0.403;0.0;0.22;-5.914;0.209;0.133;95.387
Album of the Year - Freestyle;['J. Cole'];63;True;Solo;1;79;2018-08-07;138872;10;0;4;0.0805;0.705;0.816;0.0;0.476;-7.046;0.32;0.929;94.211
5% TINT;['Travis Scott'];72;True;Solo;1;79;2018-08-03;196138;4;0;4;0.173;0.712;0.481;0.0;0.241;-5.415;0.0487;0.062;140.0
Have It All;['Jason Mraz'];67;False;Solo;1;78;2018-08-10;226107;1;0;4;0.204;0.643;0.638;0.0;0.0707;-4.947;0.0407;0.6;82.001
Nevermind;['Dennis Lloyd'];79;False;Solo;1;69;2017-06-30;156600;3;1;4;0.156;0.592;0.691;9.78e-06;0.418;-8.354;0.196;0.0796;99.976
NC-17;['Travis Scott'];70;True;Solo;1;79;2018-08-03;156886;2;1;4;0.0678;0.804;0.763;0.0;0.368;-5.48;0.0519;0.0585;136.052
WHO? WHAT!;['Travis Scott'];70;True;Solo;1;79;2018-08-03;176720;10;0;4;0.0462;0.834;0.731;0.0;0.0731;-5.603;0.0566;0.681;140.001
SKELETONS;['Travis Scott'];71;True;Solo;1;79;2018-08-03;145588;0;0;4;0.00146;0.46;0.686;0.0;0.375;-5.948;0.0367;0.252;148.054
ASTROTHUNDER;['Travis Scott'];72;True;Solo;1;79;2018-08-03;142969;4;0;4;0.142;0.7;0.46;4.81e-05;0.111;-8.111;0.0661;0.286;151.901
BUTTERFLY EFFECT;['Travis Scott'];81;False;Solo;1;79;2018-08-03;190557;11;1;4;0.0531;0.763;0.628;0.0;0.114;-5.85;0.05;0.193;140.958
HOUSTONFORNICATION;['Travis Scott'];73;True;Solo;1;79;2018-08-03;217828;0;0;4;0.0985;0.689;0.723;0.0;0.158;-4.052;0.0836;0.288;160.042
COFFEE BEAN;['Travis Scott'];70;True;Solo;1;79;2018-08-03;209116;5;0;4;0.0862;0.81;0.582;0.00681;0.207;-5.098;0.125;0.503;95.004
I Was Jack (You Were Diane);['Jake Owen'];69;False;Solo;1;79;2019-03-29;188013;6;1;4;0.0875;0.612;0.878;0.0;0.0505;-3.556;0.0452;0.599;94.014
Whatever It Takes;['Imagine Dragons'];80;False;Solo;1;79;2017-06-23;201240;10;0;4;0.0362;0.672;0.655;0.0;0.117;-5.021;0.0311;0.556;134.945
Sober;['Demi Lovato'];75;False;Solo;1;79;2018-06-21;197893;1;1;3;0.798;0.397;0.303;4.16e-06;0.0824;-10.413;0.11;0.17;170.22
Sit Next to Me;['Foster The People'];73;False;Solo;1;79;2017-07-21;243147;6;0;4;0.117;0.638;0.738;0.000384;0.689;-4.976;0.0292;0.657;97.021
One Number Away;['Luke Combs'];74;False;Solo;1;79;2017-06-02;221800;6;0;4;0.00585;0.544;0.781;0.0;0.191;-6.16;0.0311;0.527;144.075
Call Out My Name;['The Weeknd'];80;False;Solo;1;79;2018-03-30;228373;1;1;3;0.17;0.461;0.593;0.0;0.307;-4.954;0.0356;0.175;134.17
All Mine;['Kanye West'];72;True;Solo;1;79;2018-06-01;145507;11;0;4;0.123;0.925;0.31;0.0;0.0931;-6.531;0.291;0.291;121.927
Karma;['Queen Naija'];67;False;Solo;1;79;2018-06-29;176076;1;1;4;0.172;0.592;0.571;0.0;0.106;-7.132;0.174;0.424;104.95
X;['Nicky Jam', 'J Balvin'];79;False;Collaboration;2;78;2018-03-02;173628;9;0;4;0.0364;0.595;0.773;0.00108;0.334;-4.736;0.0549;0.711;180.073
I Might Need Security;['Chance the Rapper'];64;True;Solo;1;79;2018-07-19;240640;9;1;3;0.177;0.514;0.693;0.0;0.351;-5.868;0.408;0.287;110.568
you should see me in a crown;['Billie Eilish'];83;False;Solo;1;79;2019-03-29;180953;4;1;4;0.462;0.678;0.533;0.219;0.139;-10.485;0.186;0.323;150.455
Emotionless;['Drake'];67;True;Solo;1;79;2018-06-29;302173;1;1;4;0.0249;0.413;0.677;0.0;0.0793;-5.12;0.255;0.0845;172.501
Can’t Take A Joke;['Drake'];69;True;Solo;1;79;2018-06-29;163974;10;0;4;0.128;0.761;0.598;0.0;0.0839;-7.249;0.182;0.447;173.897
Elevate;['Drake'];67;True;Solo;1;79;2018-06-29;184960;1;1;4;0.015;0.758;0.474;0.0;0.116;-8.72;0.146;0.0541;76.062
Blue Tint;['Drake'];67;True;Solo;1;79;2018-06-29;162800;7;0;4;0.013;0.888;0.372;0.0;0.184;-10.254;0.358;0.123;133.998
Zombie;['Bad Wolves'];71;False;Solo;1;79;2018-01-19;254805;2;0;4;0.00756;0.448;0.826;0.0;0.117;-3.244;0.0319;0.19;77.093
8 Out Of 10;['Drake'];64;True;Solo;1;79;2018-06-29;195720;2;1;4;0.161;0.529;0.69;0.0;0.498;-7.87;0.74;0.311;170.54
31 DAYS;['Future'];55;True;Solo;1;79;2018-07-06;240682;1;1;4;0.267;0.875;0.644;0.0;0.125;-6.554;0.222;0.788;139.086
WIFI LIT;['Future'];56;True;Solo;1;79;2018-07-06;176630;2;1;4;0.064;0.884;0.579;2.38e-06;0.182;-6.847;0.299;0.313;144.973
Jocelyn Flores;['XXXTENTACION'];84;True;Solo;1;79;2017-08-25;119133;0;0;4;0.469;0.872;0.391;4.13e-06;0.297;-9.144;0.242;0.437;134.021
Sandra’s Rose;['Drake'];64;True;Solo;1;79;2018-06-29;216333;1;1;4;0.0481;0.487;0.849;0.0;0.143;-5.432;0.246;0.52;152.093
Summer Games;['Drake'];65;False;Solo;1;79;2018-06-29;247893;1;1;4;0.477;0.775;0.482;0.0456;0.11;-11.269;0.0357;0.134;136.016
Jaded;['Drake'];68;True;Solo;1;79;2018-06-29;262453;0;1;4;0.037;0.766;0.271;0.0;0.175;-5.697;0.0412;0.0371;116.02
That’s How You Feel;['Drake'];65;True;Solo;1;79;2018-06-29;157605;10;0;4;0.117;0.85;0.473;0.0105;0.108;-5.747;0.209;0.38;85.454
Survival;['Drake'];63;True;Solo;1;79;2018-06-29;136187;9;0;4;0.133;0.607;0.596;0.0;0.123;-9.09;0.358;0.149;77.324
CUDDLE MY WRIST;['Future'];54;True;Solo;1;79;2018-07-06;181894;11;0;4;0.0744;0.903;0.503;2.09e-05;0.125;-9.188;0.335;0.203;125.0
RACKS BLUE;['Future'];52;True;Solo;1;79;2018-07-06;204311;1;1;4;0.233;0.868;0.548;2.67e-06;0.181;-7.864;0.171;0.557;139.999
Finesse;['Drake'];66;False;Solo;1;79;2018-06-29;182080;0;0;4;0.133;0.807;0.32;0.000328;0.101;-8.152;0.0582;0.298;94.99
Drug Addicts;['Lil Pump'];61;True;Solo;1;78;2018-07-06;175775;1;0;4;0.0121;0.932;0.481;0.000497;0.097;-9.499;0.162;0.197;142.078
KOD;['J. Cole'];74;True;Solo;1;79;2018-04-20;191437;0;1;4;0.21;0.831;0.782;0.0;0.113;-6.274;0.15;0.199;141.869
Peak;['Drake'];64;True;Solo;1;79;2018-06-29;206027;9;0;4;0.85;0.686;0.215;0.000123;0.106;-13.54;0.0387;0.273;91.998
Legends;['Juice WRLD'];75;True;Solo;1;79;2018-06-22;191840;4;1;4;0.115;0.594;0.798;0.0;0.143;-5.244;0.0844;0.381;142.049
Is There More;['Drake'];62;True;Solo;1;79;2018-06-29;226907;1;1;4;0.727;0.698;0.547;0.0;0.159;-7.607;0.315;0.548;83.801
Ratchet Happy Birthday;['Drake'];61;True;Solo;1;79;2018-06-29;207307;2;1;4;0.106;0.657;0.571;0.00121;0.0735;-12.519;0.14;0.626;167.961
Final Fantasy;['Drake'];63;True;Solo;1;79;2018-06-29;219960;0;1;1;0.422;0.5;0.448;8.03e-06;0.115;-10.977;0.442;0.104;144.204
March 14;['Drake'];60;True;Solo;1;79;2018-06-29;309560;10;0;4;0.406;0.558;0.415;0.0;0.36;-7.355;0.358;0.317;127.096
Esskeetit;['Lil Pump'];68;True;Solo;1;78;2018-04-13;181714;11;1;4;0.022;0.932;0.506;0.0;0.0933;-7.755;0.161;0.696;139.974
Everybody Dies In Their Nightmares;['XXXTENTACION'];80;True;Solo;1;79;2017-08-25;95467;7;0;4;0.847;0.734;0.57;2.14e-05;0.112;-7.066;0.133;0.689;129.953
Yikes;['Kanye West'];69;True;Solo;1;79;2018-06-01;188773;1;0;4;0.15;0.683;0.776;0.0;0.227;-3.251;0.341;0.223;173.996
Downtown's Dead;['Sam Hunt'];61;False;Solo;1;79;2018-05-16;213987;11;1;4;0.109;0.624;0.696;0.0;0.132;-6.006;0.0469;0.392;82.001
JAPAN;['Famous Dex'];76;True;Solo;1;78;2018-04-06;142000;6;1;4;0.121;0.733;0.678;0.0;0.344;-7.771;0.438;0.841;175.985
the remedy for a broken heart (why am I so in love);['XXXTENTACION'];78;True;Solo;1;79;2018-03-16;160184;1;1;4;0.779;0.699;0.304;0.000993;0.137;-11.192;0.0993;0.271;119.705
I Lived It;['Blake Shelton'];63;False;Solo;1;78;2017-11-03;219600;10;1;4;0.476;0.557;0.571;0.00114;0.101;-8.106;0.0281;0.392;80.981
Plug Walk;['Rich The Kid'];77;True;Solo;1;79;2018-03-30;175230;11;1;4;0.202;0.876;0.519;0.0;0.108;-6.531;0.143;0.158;94.981
Heaven;['Kane Brown'];76;False;Solo;1;79;2017-10-06;179507;9;1;4;0.263;0.677;0.556;0.0;0.105;-6.544;0.0306;0.521;80.009
New Rules;['Dua Lipa'];81;False;Solo;1;73;2017-06-02;209320;9;0;4;0.00261;0.762;0.7;1.56e-05;0.153;-6.021;0.0694;0.608;116.073
Wait;['Maroon 5'];65;False;Solo;1;75;2018-06-15;190643;8;1;4;0.0959;0.655;0.603;0.0;0.107;-5.014;0.0555;0.452;126.088
Dura;['Daddy Yankee'];75;False;Solo;1;79;2018-01-18;200480;1;1;4;0.183;0.791;0.848;0.0;0.409;-3.456;0.0506;0.828;95.0
Say Amen (Saturday Night);['Panic! At The Disco'];71;False;Solo;1;78;2018-06-22;189187;6;0;4;0.167;0.491;0.867;0.0;0.458;-2.313;0.103;0.602;167.965
Hope;['XXXTENTACION'];77;True;Solo;1;79;2018-03-16;110886;9;0;4;0.661;0.592;0.457;0.000331;0.146;-6.081;0.0603;0.225;146.04
FAKE LOVE;['BTS'];74;False;Solo;1;79;2018-05-18;242334;2;0;4;0.00267;0.557;0.719;0.0;0.306;-4.515;0.0372;0.344;77.501
NUMB;['XXXTENTACION'];73;False;Solo;1;79;2018-03-16;186268;11;0;4;0.1;0.414;0.416;0.179;0.131;-8.024;0.0251;0.196;159.91
Powerglide;['2018 DJ Grime'];0;False;Solo;1;79;2018-03-08;333871;11;0;4;0.05;0.704;0.63;0.00031;0.138;-10.521;0.0893;0.476;174.046
Overdose;['YoungBoy Never Broke Again'];62;True;Solo;1;78;2018-06-29;176990;10;0;4;0.224;0.809;0.845;0.0;0.638;-5.843;0.352;0.67;90.015
Woman, Amen;['Dierks Bentley'];66;False;Solo;1;79;2018-06-08;179827;5;1;4;0.000837;0.484;0.804;9.29e-06;0.17;-5.889;0.0912;0.391;119.838
BOSS;['The Carters'];53;True;Solo;1;78;2018-06-18;244133;11;0;4;0.19;0.814;0.49;0.00013;0.234;-7.738;0.257;0.666;139.975
DDU-DU DDU-DU;['BLACKPINK'];75;False;Solo;1;56;2018-06-15;209355;4;0;4;0.0323;0.671;0.859;0.0;0.267;-3.922;0.0833;0.389;139.931
IDGAF;['Dua Lipa'];81;True;Solo;1;73;2017-06-02;217947;7;1;4;0.0403;0.836;0.544;0.0;0.0824;-5.975;0.0943;0.51;97.028
SUMMER;['The Carters'];51;False;Solo;1;78;2018-06-18;285200;10;1;4;0.114;0.579;0.567;1.25e-05;0.324;-6.389;0.067;0.546;135.55
Reborn;['KIDS SEE GHOSTS'];73;True;Solo;1;79;2018-06-08;324674;0;1;4;0.339;0.585;0.597;0.0404;0.195;-7.499;0.037;0.227;100.051
NICE;['The Carters'];53;True;Solo;1;78;2018-06-18;233680;1;1;4;0.0945;0.914;0.534;1.66e-06;0.168;-5.587;0.0624;0.209;119.925
FRIENDS;['The Carters'];51;True;Solo;1;78;2018-06-18;344293;10;0;4;0.135;0.747;0.574;1.86e-05;0.14;-8.391;0.0853;0.302;143.948
Feel The Love;['KIDS SEE GHOSTS', 'Pusha T'];66;True;Collaboration;2;79;2018-06-08;165053;0;0;4;0.126;0.58;0.469;7.32e-05;0.099;-5.946;0.104;0.369;110.573
You Make It Easy;['Jason Aldean'];58;False;Solo;1;77;2018-04-13;193306;7;1;3;0.159;0.547;0.56;0.0;0.103;-5.86;0.0283;0.485;131.855
Freeee (Ghost Town Pt. 2);['KIDS SEE GHOSTS', 'Ty Dolla $ign'];61;True;Collaboration;2;79;2018-06-08;206605;9;0;4;0.00457;0.334;0.81;0.0;0.158;-4.855;0.0632;0.306;151.643
Fire;['KIDS SEE GHOSTS'];62;True;Solo;1;79;2018-06-08;140527;6;1;4;0.472;0.709;0.751;4.71e-06;0.182;-3.801;0.16;0.37;104.999
Cudi Montage;['KIDS SEE GHOSTS'];64;True;Solo;1;79;2018-06-08;197001;8;0;4;0.401;0.729;0.504;1.44e-06;0.121;-6.784;0.0321;0.305;110.011
Kids See Ghosts;['KIDS SEE GHOSTS', 'Yasiin Bey'];62;True;Collaboration;2;79;2018-06-08;245098;2;1;4;0.113;0.841;0.682;9.65e-05;0.131;-7.007;0.0458;0.338;94.985
Violent Crimes;['Kanye West'];69;True;Solo;1;79;2018-06-01;215320;1;0;4;0.376;0.669;0.419;0.0;0.187;-6.724;0.522;0.0397;109.813
Singles You Up;['Jordan Davis'];65;False;Solo;1;79;2017-05-26;182693;7;1;4;0.0441;0.489;0.9;0.0;0.247;-3.563;0.0488;0.611;200.054
I Thought About Killing You;['Kanye West'];62;True;Solo;1;79;2018-06-01;274187;2;1;4;0.867;0.752;0.396;0.0;0.0486;-7.932;0.411;0.417;116.016
No Mistakes;['Kanye West'];62;True;Solo;1;79;2018-06-01;123040;10;0;4;0.0393;0.643;0.646;0.0;0.109;-2.442;0.0629;0.35;80.174
Must've Never Met You;['Luke Combs'];69;False;Solo;1;79;2018-06-01;198880;6;1;4;0.00951;0.455;0.892;0.0;0.143;-3.218;0.0566;0.641;75.218
Rich & Sad;['Post Malone'];76;True;Solo;1;79;2018-04-27;206453;2;1;4;0.186;0.601;0.59;0.0;0.0942;-5.001;0.0569;0.274;151.952
Lust;['Lil Skies'];77;True;Solo;1;78;2017-12-12;156000;9;1;4;0.138;0.718;0.767;0.0;0.114;-5.641;0.166;0.519;160.084
Paranoid;['Post Malone'];76;False;Solo;1;79;2018-04-27;221787;0;1;4;0.0379;0.61;0.554;3.84e-05;0.166;-5.501;0.137;0.244;159.85
Infrared;['Pusha T'];54;True;Solo;1;79;2018-05-25;170240;10;0;5;0.0518;0.674;0.578;0.0055;0.72;-8.768;0.298;0.163;112.265
King's Dead;['2018 DJ Grime'];0;False;Solo;1;79;2018-02-26;226116;1;1;4;0.0146;0.564;0.599;0.0;0.17;-5.923;0.322;0.823;81.56
If You Know You Know;['Pusha T'];64;True;Solo;1;79;2018-05-25;202120;6;0;4;0.0186;0.46;0.697;0.0;0.362;-5.954;0.325;0.701;153.426
For The First Time;['Darius Rucker'];65;False;Solo;1;79;2017-10-20;197053;6;1;4;0.00738;0.547;0.804;0.0;0.0308;-5.268;0.0361;0.666;142.016
Most People Are Good;['Luke Bryan'];68;False;Solo;1;79;2017-12-08;221801;8;1;4;0.174;0.582;0.728;0.0;0.139;-6.151;0.0292;0.537;150.013
Everyday;['2018 DJ Grime'];3;False;Solo;1;79;2018-03-08;210077;1;1;4;0.0165;0.707;0.521;0.0;0.145;-12.75;0.0476;0.301;150.085
The Games We Play;['Pusha T'];63;True;Solo;1;79;2018-05-25;166120;5;1;4;0.0713;0.694;0.796;0.0163;0.096;-3.696;0.198;0.592;78.033
Change Lanes;['Kevin Gates'];60;True;Solo;1;78;2018-05-16;205861;2;1;4;0.129;0.706;0.783;0.0;0.0952;-5.337;0.424;0.513;130.195
Like That;['Kris Wu'];45;False;Solo;1;78;2018-05-18;228662;1;0;4;0.775;0.823;0.447;1.48e-05;0.0931;-10.562;0.126;0.413;110.059
Southside;['Lil Baby'];61;True;Solo;1;79;2018-05-18;173437;8;0;4;0.00271;0.811;0.646;0.0;0.191;-4.902;0.257;0.386;77.555
Let It Sing;['Kevin Gates'];55;True;Solo;1;78;2018-05-16;195456;5;0;4;0.0392;0.737;0.728;0.0;0.159;-5.498;0.402;0.587;144.964
Sangria Wine;['Pharrell Williams', 'Camila Cabello'];64;False;Collaboration;2;79;2018-05-18;202853;1;0;4;0.181;0.831;0.713;0.0;0.0572;-3.646;0.094;0.69;132.109
Stay;['Post Malone'];78;True;Solo;1;79;2018-04-27;204427;5;1;4;0.414;0.479;0.468;0.0;0.148;-5.396;0.0274;0.35;85.913
ATM;['J. Cole'];68;True;Solo;1;79;2018-04-20;216727;8;1;4;0.115;0.719;0.497;0.0;0.0898;-7.661;0.681;0.345;81.651
Kevin’s Heart;['J. Cole'];72;True;Solo;1;79;2018-04-20;200310;6;0;4;0.482;0.829;0.527;0.0;0.631;-6.644;0.367;0.473;116.078
NO EXCUSES;['Meghan Trainor'];70;False;Solo;1;79;2018-03-01;152862;6;1;4;0.0224;0.827;0.658;0.0;0.0417;-3.846;0.0517;0.523;115.016
Outside Today;['YoungBoy Never Broke Again'];60;True;Solo;1;77;2018-04-27;129105;11;0;4;0.139;0.851;0.666;0.0;0.105;-5.334;0.0694;0.0585;134.068
Stir Fry;['Migos'];74;True;Solo;1;79;2018-01-26;190288;2;1;4;0.00299;0.815;0.816;0.0;0.159;-5.474;0.269;0.498;181.967
Over Now;['Post Malone'];75;True;Solo;1;79;2018-04-27;246987;4;0;4;0.131;0.559;0.761;1.6e-06;0.143;-4.041;0.0877;0.24;163.898
Zack And Codeine;['Post Malone'];73;True;Solo;1;79;2018-04-27;204360;5;0;4;0.143;0.742;0.84;0.0;0.133;-5.198;0.0471;0.287;138.032
When We;['Tank'];62;True;Solo;1;69;2017-09-29;309120;6;0;4;0.165;0.635;0.324;4.18e-06;0.108;-9.51;0.0769;0.0741;117.863
Takin' Shots;['Post Malone'];72;True;Solo;1;79;2018-04-27;216747;5;1;4;0.597;0.767;0.625;0.0;0.409;-6.193;0.0836;0.577;120.092
92 Explorer;['Post Malone'];75;True;Solo;1;79;2018-04-27;211427;7;0;4;0.269;0.802;0.743;1.36e-06;0.121;-4.82;0.0474;0.877;146.03
Barbie Tingz;['Nicki Minaj'];65;True;Solo;1;79;2018-04-12;191700;6;1;4;0.0849;0.917;0.689;0.0;0.603;-6.225;0.264;0.443;102.414
Otherside;['Post Malone'];72;True;Solo;1;79;2018-04-27;228227;9;0;4;0.354;0.645;0.657;5.17e-06;0.213;-5.688;0.0334;0.136;104.931
Blame It On Me;['Post Malone'];72;False;Solo;1;79;2018-04-27;261800;11;0;4;0.135;0.651;0.587;1.07e-05;0.149;-7.307;0.0421;0.317;121.838
Diamond Teeth Samurai;['YoungBoy Never Broke Again'];60;True;Solo;1;78;2018-06-29;162488;10;0;4;0.00451;0.799;0.659;0.0;0.13;-5.593;0.272;0.256;177.957
Famous;['Mason Ramsey'];55;False;Solo;1;77;2018-04-27;192520;5;1;4;0.708;0.534;0.815;0.0;0.111;-2.815;0.0278;0.564;159.848
Preach;['YoungBoy Never Broke Again'];59;True;Solo;1;78;2018-06-29;236071;8;0;4;0.175;0.731;0.675;0.0;0.213;-4.771;0.247;0.381;155.049
Candy Paint;['Post Malone'];80;True;Solo;1;79;2018-04-27;227533;4;1;4;0.627;0.67;0.654;1.02e-06;0.071;-5.944;0.153;0.438;180.024
Sugar Wraith;['Post Malone'];72;True;Solo;1;79;2018-04-27;228147;5;0;4;0.26;0.6;0.767;0.0;0.0979;-4.232;0.0868;0.291;164.079
Motiv8;['J. Cole'];66;True;Solo;1;79;2018-04-20;133922;4;1;4;0.135;0.869;0.385;0.0;0.0931;-7.801;0.297;0.596;149.897
Jonestown (Interlude);['Post Malone'];63;False;Solo;1;79;2018-04-27;112013;0;0;4;0.751;0.341;0.495;0.462;0.261;-10.251;0.0446;0.252;78.395
Photograph;['J. Cole'];65;True;Solo;1;79;2018-04-20;218954;1;1;3;0.0299;0.825;0.487;0.0;0.0868;-6.416;0.233;0.372;105.05
BRACKETS;['J. Cole'];62;True;Solo;1;79;2018-04-20;315771;10;0;4;0.19;0.675;0.567;1.77e-06;0.175;-9.147;0.263;0.658;84.039
Wake Me Up;['Avicii'];82;False;Solo;1;78;2013-01-01;247427;2;1;4;0.00346;0.518;0.784;0.00187;0.171;-5.659;0.0524;0.588;124.102
Thunder;['Imagine Dragons'];84;False;Solo;1;79;2017-06-23;187147;0;1;4;0.00671;0.605;0.822;0.134;0.147;-4.833;0.0438;0.288;167.997
Once an Addict - Interlude;['J. Cole'];58;True;Solo;1;79;2018-04-20;197822;8;1;4;0.626;0.548;0.472;0.0;0.119;-8.343;0.477;0.138;82.36
Let You Down;['NF'];81;False;Solo;1;78;2017-10-06;212120;5;0;4;0.298;0.656;0.721;0.0;0.173;-5.665;0.122;0.468;148.066
Feel It Still;['Portugal. The Man'];80;False;Solo;1;78;2017-06-16;163253;1;0;4;0.0417;0.801;0.795;0.000113;0.0717;-5.115;0.0504;0.754;79.028
Intro;['J. Cole'];56;True;Solo;1;79;2014-12-09;129267;7;0;4;0.844;0.456;0.268;0.0693;0.107;-15.164;0.0417;0.12;78.531
The Long Way;['Brett Eldredge'];66;False;Solo;1;78;2017-08-04;208720;10;1;4;0.265;0.488;0.637;0.0;0.106;-7.63;0.0401;0.23;88.865
Thru Your Phone;['Cardi B'];67;True;Solo;1;78;2018-04-06;188524;0;1;4;0.17;0.837;0.549;0.0;0.057;-5.722;0.167;0.209;121.954
I Fall Apart;['Post Malone'];83;True;Solo;1;79;2016-12-09;223347;8;0;4;0.0689;0.556;0.538;0.0;0.196;-5.408;0.0382;0.291;143.95
Bad At Love;['Halsey'];76;False;Solo;1;79;2017-06-02;181279;0;1;4;0.0604;0.675;0.751;0.0;0.0893;-3.539;0.0296;0.612;118.384
Marry Me;['Thomas Rhett'];71;False;Solo;1;79;2017-09-08;205453;3;1;4;0.113;0.588;0.408;0.0;0.13;-8.662;0.0237;0.484;85.008
Bickenhead;['Cardi B'];63;True;Solo;1;78;2018-04-06;181624;7;1;4;0.154;0.884;0.814;1.67e-06;0.158;-5.333;0.303;0.907;155.938
Let Me;['ZAYN'];71;False;Solo;1;69;2018-12-13;185373;9;1;4;0.239;0.46;0.566;5.93e-06;0.0967;-5.637;0.0516;0.19;168.419
Wasted Times;['The Weeknd'];70;True;Solo;1;79;2018-03-30;220293;10;0;4;0.61;0.56;0.678;1.42e-05;0.111;-6.167;0.0581;0.29;122.585
Get Up 10;['Cardi B'];64;True;Solo;1;78;2018-04-06;231453;1;1;4;0.0977;0.806;0.57;0.0;0.105;-6.927;0.246;0.454;93.015
Money Bag;['Cardi B'];63;True;Solo;1;78;2018-04-06;229005;10;0;4;0.107;0.947;0.788;0.000691;0.108;-6.138;0.124;0.454;129.977
BILLY;['6ix9ine'];72;True;Solo;1;79;2018-04-10;112667;4;0;4;0.175;0.764;0.711;0.0;0.105;-3.818;0.288;0.774;90.076
She's With Me;['High Valley'];58;False;Solo;1;77;2016-11-18;180302;11;1;4;0.0285;0.599;0.931;0.0;0.102;-3.662;0.0517;0.788;111.012
Broken Clocks;['SZA'];71;True;Solo;1;79;2017-06-09;231253;6;1;4;0.13;0.684;0.683;0.0;0.156;-7.366;0.177;0.406;112.856
Five More Minutes;['Scotty McCreery'];66;False;Solo;1;79;2018-03-16;241147;7;1;4;0.257;0.496;0.632;1.07e-06;0.109;-4.933;0.0282;0.278;156.034
GOTTI;['6ix9ine'];70;True;Solo;1;79;2018-04-10;166852;10;0;4;0.0524;0.728;0.584;0.0;0.0658;-7.255;0.176;0.365;161.9
Hardaway;['Derez De’Shon'];51;True;Solo;1;78;2017-12-08;236032;1;1;4;0.118;0.537;0.518;0.0;0.146;-5.987;0.188;0.427;132.527
